Time(s),Count,PeakQueue(%),AvgLatency(us),AttacksTotal
6.0,770,0.10,12.65,6293
6.1,954,0.10,12.92,7247
6.2,0,0.00,0.00,7247
6.3,0,0.00,0.00,7247
6.4,0,0.00,0.00,7247
6.5,0,0.00,0.00,7247
6.6,0,0.00,0.00,7247
6.7,0,0.00,0.00,7247
6.8,1724,0.10,14.45,8971
6.9,0,0.00,0.00,8971
7.0,0,0.00,0.00,8971
7.1,0,0.00,0.00,8971
7.2,0,0.00,0.00,8971
7.3,0,0.00,0.00,8971
7.4,0,0.00,0.00,8971
7.5,1724,0.10,13.00,10695
7.6,0,0.00,0.00,10695
7.7,0,0.00,0.00,10695
7.8,0,0.00,0.00,10695
7.9,0,0.00,0.00,10695
8.0,0,0.00,0.00,10695
8.1,0,0.00,0.00,10695
8.2,0,0.00,0.00,10695
8.3,1724,0.10,13.25,12419
8.4,0,0.00,0.00,12419
8.5,0,0.00,0.00,12419
8.6,0,0.00,0.00,12419
8.7,0,0.00,0.00,12419
8.8,0,0.00,0.00,12419
8.9,0,0.00,0.00,12419
9.0,1724,0.10,14.13,14143
9.1,0,0.00,0.00,14143
9.2,0,0.00,0.00,14143
9.3,0,0.00,0.00,14143
9.4,0,0.00,0.00,14143
9.5,0,0.00,0.00,14143
9.6,0,0.00,0.00,14143
9.7,481,0.10,12.73,14624
9.8,1243,0.10,12.83,15867
9.9,0,0.00,0.00,15867
10.0,0,0.00,0.00,15867
10.1,0,0.00,0.00,15867
10.2,0,0.00,0.00,15867
10.3,0,0.00,0.00,15867
10.4,0,0.00,0.00,15867
10.5,1724,0.10,15.62,17591
10.6,0,0.00,0.00,17591
10.7,0,0.00,0.00,17591
10.8,0,0.00,0.00,17591
10.9,0,0.00,0.00,17591
11.0,0,0.00,0.00,17591
11.1,0,0.00,0.00,17591
11.2,1724,0.10,14.01,19315
11.3,0,0.00,0.00,19315
11.4,0,0.00,0.00,19315
11.5,0,0.00,0.00,19315
11.6,0,0.00,0.00,19315
11.7,0,0.00,0.00,19315
11.8,0,0.00,0.00,19315
11.9,665,0.10,13.01,19980
12.0,1059,0.10,13.08,21039
12.1,0,0.00,0.00,21039
12.2,0,0.00,0.00,21039
12.3,0,0.00,0.00,21039
12.4,0,0.00,0.00,21039
12.5,0,0.00,0.00,21039
12.6,0,0.00,0.00,21039
12.7,1724,0.10,12.59,22763
12.8,0,0.00,0.00,22763
12.9,0,0.00,0.00,22763
13.0,0,0.00,0.00,22763
13.1,0,0.00,0.00,22763
13.2,0,0.00,0.00,22763
13.3,0,0.00,0.00,22763
13.4,692,0.10,13.77,23455
13.5,1032,0.10,12.61,24487
13.6,0,0.00,0.00,24487
13.7,0,0.00,0.00,24487
13.8,0,0.00,0.00,24487
13.9,0,0.00,0.00,24487
14.0,0,0.00,0.00,24487
14.1,0,0.00,0.00,24487
14.2,1724,0.10,12.69,26211
14.3,0,0.00,0.00,26211
14.4,0,0.00,0.00,26211
14.5,0,0.00,0.00,26211
14.6,0,0.00,0.00,26211
14.7,0,0.00,0.00,26211
14.8,0,0.00,0.00,26211
14.9,1724,0.10,12.57,27935
15.0,0,0.00,0.00,27935
15.1,0,0.00,0.00,27935
15.2,0,0.00,0.00,27935
15.3,0,0.00,0.00,27935
15.4,0,0.00,0.00,27935
15.5,0,0.00,0.00,27935
15.6,0,0.00,0.00,27935
15.7,1724,0.10,12.73,29659
15.8,0,0.00,0.00,29659
15.9,0,0.00,0.00,29659
16.0,0,0.00,0.00,29659
16.1,0,0.00,0.00,29659
16.2,0,0.00,0.00,29659
16.3,0,0.00,0.00,29659
16.4,1182,0.10,13.43,30841
16.5,542,0.10,14.90,31383
16.6,0,0.00,0.00,31383
16.7,0,0.00,0.00,31383
16.8,0,0.00,0.00,31383
16.9,0,0.00,0.00,31383
17.0,0,0.00,0.00,31383
17.1,0,0.00,0.00,31383
17.2,1724,0.10,13.26,33107
17.3,0,0.00,0.00,33107
17.4,0,0.00,0.00,33107
17.5,0,0.00,0.00,33107
17.6,0,0.00,0.00,33107
17.7,0,0.00,0.00,33107
17.8,0,0.00,0.00,33107
17.9,1632,0.10,13.16,34739
18.0,92,0.10,14.70,34831
18.1,0,0.00,0.00,34831
18.2,0,0.00,0.00,34831
18.3,0,0.00,0.00,34831
18.4,0,0.00,0.00,34831
18.5,0,0.00,0.00,34831
18.6,258,0.10,14.24,35089
18.7,1466,0.10,13.99,36555
18.8,0,0.00,0.00,36555
18.9,0,0.00,0.00,36555
19.0,0,0.00,0.00,36555
19.1,0,0.00,0.00,36555
19.2,0,0.00,0.00,36555
19.3,0,0.00,0.00,36555
19.4,1724,0.10,15.20,38279
19.5,0,0.00,0.00,38279
19.6,0,0.00,0.00,38279
19.7,0,0.00,0.00,38279
19.8,0,0.00,0.00,38279
19.9,0,0.00,0.00,38279
20.0,0,0.00,0.00,38279
20.1,1724,0.10,12.72,40003
20.2,0,0.00,0.00,40003
20.3,0,0.00,0.00,40003
20.4,0,0.00,0.00,40003
20.5,0,0.00,0.00,40003
20.6,0,0.00,0.00,40003
20.7,0,0.00,0.00,40003
20.8,0,0.00,0.00,40003
20.9,1724,0.10,13.49,41727
21.0,0,0.00,0.00,41727
21.1,0,0.00,0.00,41727
21.2,0,0.00,0.00,41727
21.3,0,0.00,0.00,41727
21.4,0,0.00,0.00,41727
21.5,0,0.00,0.00,41727
21.6,1724,0.10,13.35,43451
21.7,0,0.00,0.00,43451
21.8,0,0.00,0.00,43451
21.9,0,0.00,0.00,43451
22.0,0,0.00,0.00,43451
22.1,0,0.00,0.00,43451
22.2,0,0.00,0.00,43451
22.3,943,0.10,13.29,44394
22.4,781,0.10,13.42,45175
22.5,0,0.00,0.00,45175
22.6,0,0.00,0.00,45175
22.7,0,0.00,0.00,45175
22.8,0,0.00,0.00,45175
22.9,0,0.00,0.00,45175
23.0,0,0.00,0.00,45175
23.1,1724,0.10,12.78,46899
23.2,0,0.00,0.00,46899
23.3,0,0.00,0.00,46899
23.4,0,0.00,0.00,46899
23.5,0,0.00,0.00,46899
23.6,0,0.00,0.00,46899
23.7,0,0.00,0.00,46899
23.8,1724,0.10,13.92,48623
23.9,0,0.00,0.00,48623
24.0,0,0.00,0.00,48623
24.1,0,0.00,0.00,48623
24.2,0,0.00,0.00,48623
24.3,0,0.00,0.00,48623
24.4,0,0.00,0.00,48623
24.5,0,0.00,0.00,48623
24.6,0,0.00,0.00,48623
24.7,0,0.00,0.00,48623
24.8,1377,0.10,11.64,50000
24.9,0,0.00,0.00,50000
25.0,0,0.00,0.00,50000
25.1,0,0.00,0.00,50000
25.2,0,0.00,0.00,50000
25.3,0,0.00,0.00,50000
25.4,0,0.00,0.00,50000
25.5,0,0.00,0.00,50000
25.6,0,0.00,0.00,50000
25.7,0,0.00,0.00,50000
25.8,0,0.00,0.00,50000
25.9,0,0.00,0.00,50000
26.0,0,0.00,0.00,50000
26.1,0,0.00,0.00,50000
26.2,0,0.00,0.00,50000
26.3,0,0.00,0.00,50000
26.4,0,0.00,0.00,50000
26.5,0,0.00,0.00,50000
26.6,0,0.00,0.00,50000
