Time(s),Count,PeakQueue(%),AvgLatency(us),AttacksTotal
6.0,188,0.10,17.31,9292
6.1,1000,100.00,1109.13,9292
6.2,0,0.00,0.00,9292
6.3,0,0.00,0.00,9292
6.4,0,0.00,0.00,9292
6.5,0,0.00,0.00,9292
6.6,0,0.00,0.00,9292
6.7,1724,0.10,13.68,11016
6.8,0,0.00,0.00,11016
6.9,0,0.00,0.00,11016
7.0,0,0.00,0.00,11016
7.1,0,0.00,0.00,11016
7.2,0,0.00,0.00,11016
7.3,0,0.00,0.00,11016
7.4,1497,0.10,13.03,12513
7.5,227,0.10,14.34,12740
7.6,0,0.00,0.00,12740
7.7,0,0.00,0.00,12740
7.8,0,0.00,0.00,12740
7.9,0,0.00,0.00,12740
8.0,0,0.00,0.00,12740
8.1,0,0.00,0.00,12740
8.2,1724,0.10,12.89,14464
8.3,0,0.00,0.00,14464
8.4,0,0.00,0.00,14464
8.5,0,0.00,0.00,14464
8.6,0,0.00,0.00,14464
8.7,0,0.00,0.00,14464
8.8,0,0.00,0.00,14464
8.9,59,0.10,14.17,14523
9.0,1665,0.10,13.77,16188
9.1,0,0.00,0.00,16188
9.2,0,0.00,0.00,16188
9.3,0,0.00,0.00,16188
9.4,0,0.00,0.00,16188
9.5,0,0.00,0.00,16188
9.6,0,0.00,0.00,16188
9.7,1724,0.10,13.32,17912
9.8,0,0.00,0.00,17912
9.9,0,0.00,0.00,17912
10.0,0,0.00,0.00,17912
10.1,0,0.00,0.00,17912
10.2,0,0.00,0.00,17912
10.3,0,0.00,0.00,17912
10.4,0,0.00,0.00,17912
10.5,1724,0.10,13.05,19636
10.6,0,0.00,0.00,19636
10.7,0,0.00,0.00,19636
10.8,0,0.00,0.00,19636
10.9,0,0.00,0.00,19636
11.0,0,0.00,0.00,19636
11.1,0,0.00,0.00,19636
11.2,0,0.00,0.00,19636
11.3,1724,0.10,18.72,21360
11.4,0,0.00,0.00,21360
11.5,0,0.00,0.00,21360
11.6,0,0.00,0.00,21360
11.7,0,0.00,0.00,21360
11.8,0,0.00,0.00,21360
11.9,0,0.00,0.00,21360
12.0,1724,0.10,15.54,23084
12.1,0,0.00,0.00,23084
12.2,0,0.00,0.00,23084
12.3,0,0.00,0.00,23084
12.4,0,0.00,0.00,23084
12.5,0,0.00,0.00,23084
12.6,0,0.00,0.00,23084
12.7,1000,100.00,1587.28,24084
12.8,724,0.30,20.86,24808
12.9,0,0.00,0.00,24808
13.0,0,0.00,0.00,24808
13.1,0,0.00,0.00,24808
13.2,0,0.00,0.00,24808
13.3,0,0.00,0.00,24808
13.4,0,0.00,0.00,24808
13.5,1724,0.10,14.08,26532
13.6,0,0.00,0.00,26532
13.7,0,0.00,0.00,26532
13.8,0,0.00,0.00,26532
13.9,0,0.00,0.00,26532
14.0,0,0.00,0.00,26532
14.1,0,0.00,0.00,26532
14.2,0,0.00,0.00,26532
14.3,1724,0.10,13.89,28256
14.4,0,0.00,0.00,28256
14.5,0,0.00,0.00,28256
14.6,0,0.00,0.00,28256
14.7,0,0.00,0.00,28256
14.8,0,0.00,0.00,28256
14.9,0,0.00,0.00,28256
15.0,1349,0.10,12.82,29605
15.1,375,0.10,13.04,29980
15.2,0,0.00,0.00,29980
15.3,0,0.00,0.00,29980
15.4,0,0.00,0.00,29980
15.5,0,0.00,0.00,29980
15.6,0,0.00,0.00,29980
15.7,0,0.00,0.00,29980
15.8,954,0.10,13.03,30934
15.9,770,0.10,15.43,31704
16.0,0,0.00,0.00,31704
16.1,0,0.00,0.00,31704
16.2,0,0.00,0.00,31704
16.3,0,0.00,0.00,31704
16.4,0,0.00,0.00,31704
16.5,0,0.00,0.00,31704
16.6,1724,0.10,13.25,33428
16.7,0,0.00,0.00,33428
16.8,0,0.00,0.00,33428
16.9,0,0.00,0.00,33428
17.0,0,0.00,0.00,33428
17.1,0,0.00,0.00,33428
17.2,0,0.00,0.00,33428
17.3,514,0.10,15.27,33942
17.4,1210,0.10,14.46,35152
17.5,0,0.00,0.00,35152
17.6,0,0.00,0.00,35152
17.7,0,0.00,0.00,35152
17.8,0,0.00,0.00,35152
17.9,0,0.00,0.00,35152
18.0,0,0.00,0.00,35152
18.1,1724,0.10,13.43,36876
18.2,0,0.00,0.00,36876
18.3,0,0.00,0.00,36876
18.4,0,0.00,0.00,36876
18.5,0,0.00,0.00,36876
18.6,0,0.00,0.00,36876
18.7,0,0.00,0.00,36876
18.8,1112,0.10,12.86,37988
18.9,612,0.10,12.98,38600
19.0,0,0.00,0.00,38600
19.1,0,0.00,0.00,38600
19.2,0,0.00,0.00,38600
19.3,0,0.00,0.00,38600
19.4,0,0.00,0.00,38600
19.5,0,0.00,0.00,38600
19.6,1724,0.10,12.88,40324
19.7,0,0.00,0.00,40324
19.8,0,0.00,0.00,40324
19.9,0,0.00,0.00,40324
20.0,0,0.00,0.00,40324
20.1,0,0.00,0.00,40324
20.2,0,0.00,0.00,40324
20.3,1724,0.10,12.90,42048
20.4,0,0.00,0.00,42048
20.5,0,0.00,0.00,42048
20.6,0,0.00,0.00,42048
20.7,0,0.00,0.00,42048
20.8,0,0.00,0.00,42048
20.9,0,0.00,0.00,42048
21.0,0,0.00,0.00,42048
21.1,1724,0.10,14.97,43772
21.2,0,0.00,0.00,43772
21.3,0,0.00,0.00,43772
21.4,0,0.00,0.00,43772
21.5,0,0.00,0.00,43772
21.6,0,0.00,0.00,43772
21.7,0,0.00,0.00,43772
21.8,1724,0.10,12.82,45496
21.9,0,0.00,0.00,45496
22.0,0,0.00,0.00,45496
22.1,0,0.00,0.00,45496
22.2,0,0.00,0.00,45496
22.3,0,0.00,0.00,45496
22.4,0,0.00,0.00,45496
22.5,715,0.10,13.96,46211
22.6,1009,0.10,13.75,47220
22.7,0,0.00,0.00,47220
22.8,0,0.00,0.00,47220
22.9,0,0.00,0.00,47220
23.0,0,0.00,0.00,47220
23.1,0,0.00,0.00,47220
23.2,0,0.00,0.00,47220
23.3,1724,0.10,13.38,48944
23.4,0,0.00,0.00,48944
23.5,0,0.00,0.00,48944
23.6,0,0.00,0.00,48944
23.7,0,0.00,0.00,48944
23.8,0,0.00,0.00,48944
23.9,0,0.00,0.00,48944
24.0,0,0.00,0.00,48944
24.1,0,0.00,0.00,48944
24.2,0,0.00,0.00,48944
24.3,1056,0.10,11.70,50000
24.4,0,0.00,0.00,50000
24.5,0,0.00,0.00,50000
24.6,0,0.00,0.00,50000
24.7,0,0.00,0.00,50000
24.8,0,0.00,0.00,50000
24.9,0,0.00,0.00,50000
25.0,0,0.00,0.00,50000
