Time(s),Count,PeakQueue(%),AvgLatency(us),AttacksTotal
6.2,1000,10.00,1175.38,1000
6.3,0,0.00,0.00,1000
6.4,0,0.00,0.00,1000
6.5,0,0.00,0.00,1000
6.6,0,0.00,0.00,1000
6.7,0,0.00,0.00,1000
6.8,0,0.00,0.00,1000
6.9,1724,0.01,13.94,1000
7.0,0,0.00,0.00,1000
7.1,0,0.00,0.00,1000
7.2,0,0.00,0.00,1000
7.3,0,0.00,0.00,1000
7.4,0,0.00,0.00,1000
7.5,0,0.00,0.00,1000
7.6,789,0.01,13.27,1000
7.7,935,0.01,13.14,1000
7.8,0,0.00,0.00,1000
7.9,0,0.00,0.00,1000
8.0,0,0.00,0.00,1000
8.1,0,0.00,0.00,1000
8.2,0,0.00,0.00,1000
8.3,0,0.00,0.00,1000
8.4,1724,0.01,13.38,1000
8.5,0,0.00,0.00,1000
8.6,0,0.00,0.00,1000
8.7,0,0.00,0.00,1000
8.8,0,0.00,0.00,1000
8.9,0,0.00,0.00,1000
9.0,0,0.00,0.00,1000
9.1,0,0.00,0.00,1000
9.2,423,0.01,14.68,1000
9.3,1301,0.01,13.35,1000
9.4,0,0.00,0.00,1000
9.5,0,0.00,0.00,1000
9.6,0,0.00,0.00,1000
9.7,0,0.00,0.00,1000
9.8,0,0.00,0.00,1000
9.9,0,0.00,0.00,1000
10.0,1724,0.01,17.39,1000
10.1,0,0.00,0.00,1000
10.2,0,0.00,0.00,1000
10.3,0,0.00,0.00,1000
10.4,0,0.00,0.00,1000
10.5,0,0.00,0.00,1000
10.6,0,0.00,0.00,1000
10.7,0,0.00,0.00,1000
10.8,1724,0.01,12.86,1000
10.9,0,0.00,0.00,1000
11.0,0,0.00,0.00,1000
11.1,0,0.00,0.00,1000
11.2,0,0.00,0.00,1000
11.3,0,0.00,0.00,1000
11.4,0,0.00,0.00,1000
11.5,1724,0.01,13.41,1000
11.6,0,0.00,0.00,1000
11.7,0,0.00,0.00,1000
11.8,0,0.00,0.00,1000
11.9,0,0.00,0.00,1000
12.0,0,0.00,0.00,1000
12.1,0,0.00,0.00,1000
12.2,0,0.00,0.00,1000
12.3,1724,0.01,16.32,1000
12.4,0,0.00,0.00,1000
12.5,0,0.00,0.00,1000
12.6,0,0.00,0.00,1000
12.7,0,0.00,0.00,1000
12.8,0,0.00,0.00,1000
12.9,0,0.00,0.00,1000
13.0,1724,0.01,13.15,1000
13.1,0,0.00,0.00,1000
13.2,0,0.00,0.00,1000
13.3,0,0.00,0.00,1000
13.4,0,0.00,0.00,1000
13.5,0,0.00,0.00,1000
13.6,0,0.00,0.00,1000
13.7,0,0.00,0.00,1000
13.8,1724,0.01,14.34,1000
13.9,0,0.00,0.00,1000
14.0,0,0.00,0.00,1000
14.1,0,0.00,0.00,1000
14.2,0,0.00,0.00,1000
14.3,0,0.00,0.00,1000
14.4,0,0.00,0.00,1000
14.5,0,0.00,0.00,1000
14.6,1724,0.01,12.79,1000
14.7,0,0.00,0.00,1000
14.8,0,0.00,0.00,1000
14.9,0,0.00,0.00,1000
15.0,0,0.00,0.00,1000
15.1,0,0.00,0.00,1000
15.2,0,0.00,0.00,1000
15.3,1679,0.01,13.37,1000
15.4,45,0.01,18.49,1000
15.5,0,0.00,0.00,1000
15.6,0,0.00,0.00,1000
15.7,0,0.00,0.00,1000
15.8,0,0.00,0.00,1000
15.9,0,0.00,0.00,1000
16.0,0,0.00,0.00,1000
16.1,1724,0.01,12.89,1000
16.2,0,0.00,0.00,1000
16.3,0,0.00,0.00,1000
16.4,0,0.00,0.00,1000
16.5,0,0.00,0.00,1000
16.6,0,0.00,0.00,1000
16.7,0,0.00,0.00,1000
16.8,0,0.00,0.00,1000
16.9,1724,0.01,14.93,1000
17.0,0,0.00,0.00,1000
17.1,0,0.00,0.00,1000
17.2,0,0.00,0.00,1000
17.3,0,0.00,0.00,1000
17.4,0,0.00,0.00,1000
17.5,0,0.00,0.00,1000
17.6,1724,0.01,13.31,1000
17.7,0,0.00,0.00,1000
17.8,0,0.00,0.00,1000
17.9,0,0.00,0.00,1000
18.0,0,0.00,0.00,1000
18.1,0,0.00,0.00,1000
18.2,0,0.00,0.00,1000
18.3,0,0.00,0.00,1000
18.4,1724,0.01,13.82,1000
18.5,0,0.00,0.00,1000
18.6,0,0.00,0.00,1000
18.7,0,0.00,0.00,1000
18.8,0,0.00,0.00,1000
18.9,0,0.00,0.00,1000
19.0,0,0.00,0.00,1000
19.1,1724,0.01,12.86,1000
19.2,0,0.00,0.00,1000
19.3,0,0.00,0.00,1000
19.4,0,0.00,0.00,1000
19.5,0,0.00,0.00,1000
19.6,0,0.00,0.00,1000
19.7,0,0.00,0.00,1000
19.8,0,0.00,0.00,1000
19.9,1724,0.01,15.89,1000
20.0,0,0.00,0.00,1000
20.1,0,0.00,0.00,1000
20.2,0,0.00,0.00,1000
20.3,0,0.00,0.00,1000
20.4,0,0.00,0.00,1000
20.5,0,0.00,0.00,1000
20.6,1445,0.01,13.88,1000
20.7,279,0.01,14.19,1000
20.8,0,0.00,0.00,1000
20.9,0,0.00,0.00,1000
21.0,0,0.00,0.00,1000
21.1,0,0.00,0.00,1000
21.2,0,0.00,0.00,1000
21.3,0,0.00,0.00,1000
21.4,1724,0.01,14.04,1000
21.5,0,0.00,0.00,1000
21.6,0,0.00,0.00,1000
21.7,0,0.00,0.00,1000
21.8,0,0.00,0.00,1000
21.9,0,0.00,0.00,1000
22.0,0,0.00,0.00,1000
22.1,716,0.01,13.78,1000
22.2,1008,0.01,14.04,1000
22.3,0,0.00,0.00,1000
22.4,0,0.00,0.00,1000
22.5,0,0.00,0.00,1000
22.6,0,0.00,0.00,1000
22.7,0,0.00,0.00,1000
22.8,0,0.00,0.00,1000
22.9,1724,0.01,12.93,1000
23.0,0,0.00,0.00,1000
23.1,0,0.00,0.00,1000
23.2,0,0.00,0.00,1000
23.3,0,0.00,0.00,1000
23.4,0,0.00,0.00,1000
23.5,0,0.00,0.00,1000
23.6,564,0.01,12.52,1000
23.7,1160,0.01,12.66,1000
23.8,0,0.00,0.00,1000
23.9,0,0.00,0.00,1000
24.0,0,0.00,0.00,1000
24.1,0,0.00,0.00,1000
24.2,0,0.00,0.00,1000
24.3,0,0.00,0.00,1000
24.4,0,0.00,0.00,1000
24.5,0,0.00,0.00,1000
24.6,604,0.01,11.86,1000
24.7,870,0.01,11.97,1000
24.8,0,0.00,0.00,1000
24.9,0,0.00,0.00,1000
25.0,0,0.00,0.00,1000
25.1,0,0.00,0.00,1000
25.2,0,0.00,0.00,1000
25.3,0,0.00,0.00,1000
25.4,0,0.00,0.00,1000
